date,region,flat_price
2010-01-01,South East,139330.0
2010-02-01,Outer London,193299.0
2010-02-01,Inner London,323388.0
2010-02-01,London,256874.0
2010-02-01,South East,139475.0
2010-03-01,Inner London,328914.0
2010-03-01,Outer London,194969.0
2010-03-01,London,260176.0
2010-03-01,South East,140493.0
2010-04-01,Inner London,329868.0
2010-04-01,Outer London,195872.0
2010-04-01,South East,140525.0
2010-04-01,London,261209.0
2010-05-01,Outer London,197424.0
2010-05-01,Inner London,330337.0
2010-05-01,London,260105.0
2010-05-01,South East,142547.0
2010-06-01,Inner London,332875.0
2010-06-01,Outer London,197058.0
2010-06-01,London,263041.0
2010-06-01,South East,143273.0
2010-07-01,Outer London,198913.0
2010-07-01,Inner London,336260.0
2010-07-01,London,268935.0
2010-07-01,South East,142281.0
2010-08-01,Inner London,339686.0
2010-08-01,Outer London,200155.0
2010-08-01,South East,142066.0
2010-08-01,London,266868.0
2010-09-01,Inner London,339998.0
2010-09-01,Outer London,201727.0
2010-09-01,London,266097.0
2010-09-01,South East,142803.0
2010-10-01,Inner London,336908.0
2010-10-01,Outer London,200780.0
2010-10-01,London,263132.0
2010-10-01,South East,140698.0
2010-11-01,Inner London,332651.0
2010-11-01,Outer London,199830.0
2010-11-01,London,259443.0
2010-11-01,South East,139995.0
2010-12-01,Inner London,332000.0
2010-12-01,Outer London,198594.0
2010-12-01,London,263142.0
2010-12-01,South East,139256.0
2011-01-01,Inner London,333000.0
2011-01-01,Outer London,198682.0
2011-01-01,South East,137066.0
2011-01-01,London,264647.0
2011-02-01,Inner London,335946.0
2011-02-01,Outer London,198590.0
2011-02-01,London,263339.0
2011-02-01,South East,138460.0
2011-03-01,Inner London,339331.0
2011-03-01,Outer London,198000.0
2011-03-01,South East,136577.0
2011-03-01,London,266670.0
2011-04-01,Outer London,197988.0
2011-04-01,Inner London,346782.0
2011-04-01,South East,138860.0
2011-04-01,London,274537.0
2011-05-01,Inner London,345581.0
2011-05-01,Outer London,198999.0
2011-05-01,South East,140901.0
2011-05-01,London,263415.0
2011-06-01,Inner London,344930.0
2011-06-01,Outer London,199002.0
2011-06-01,South East,140039.0
2011-06-01,London,265810.0
2011-07-01,Outer London,200112.0
2011-07-01,Inner London,344138.0
2011-07-01,London,275440.0
2011-07-01,South East,141735.0
2011-08-01,Outer London,199692.0
2011-08-01,Inner London,350614.0
2011-08-01,London,271420.0
2011-08-01,South East,138302.0
2011-09-01,Inner London,353460.0
2011-09-01,Outer London,201261.0
2011-09-01,South East,138954.0
2011-09-01,London,272316.0
2011-10-01,Outer London,200260.0
2011-10-01,Inner London,349850.0
2011-10-01,London,268904.0
2011-10-01,South East,136937.0
2011-11-01,Outer London,200336.0
2011-11-01,Inner London,348639.0
2011-11-01,London,269938.0
2011-11-01,South East,139914.0
2011-12-01,Inner London,347329.0
2011-12-01,Outer London,200382.0
2011-12-01,South East,139541.0
2011-12-01,London,270646.0
2012-01-01,Inner London,349793.0
2012-01-01,Outer London,200305.0
2012-01-01,South East,135912.0
2012-01-01,London,272042.0
2012-02-01,Outer London,200138.0
2012-02-01,Inner London,348128.0
2012-02-01,London,267470.0
2012-02-01,South East,137195.0
2012-03-01,Inner London,348071.0
2012-03-01,Outer London,199101.0
2012-03-01,London,268796.0
2012-03-01,South East,139227.0
2012-04-01,Outer London,200363.0
2012-04-01,Inner London,350835.0
2012-04-01,South East,141624.0
2012-04-01,London,277898.0
2012-05-01,Outer London,202783.0
2012-05-01,Inner London,358246.0
2012-05-01,London,281503.0
2012-05-01,South East,141508.0
2012-06-01,Inner London,366083.0
2012-06-01,Outer London,205781.0
2012-06-01,South East,141708.0
2012-06-01,London,284375.0
2012-07-01,Outer London,207655.0
2012-07-01,Inner London,369175.0
2012-07-01,South East,142751.0
2012-07-01,London,285266.0
2012-08-01,Outer London,207925.0
2012-08-01,Inner London,372021.0
2012-08-01,South East,142230.0
2012-08-01,London,285710.0
2012-09-01,Outer London,207865.0
2012-09-01,Inner London,372666.0
2012-09-01,London,285109.0
2012-09-01,South East,143317.0
2012-10-01,Inner London,374134.0
2012-10-01,Outer London,208040.0
2012-10-01,South East,141631.0
2012-10-01,London,287495.0
2012-11-01,Inner London,373909.0
2012-11-01,Outer London,207914.0
2012-11-01,South East,140527.0
2012-11-01,London,285192.0
2012-12-01,Outer London,208279.0
2012-12-01,Inner London,377926.0
2012-12-01,London,290970.0
2012-12-01,South East,140923.0
2013-01-01,Inner London,378568.0
2013-01-01,Outer London,207813.0
2013-01-01,South East,139927.0
2013-01-01,London,287498.0
2013-02-01,Inner London,383492.0
2013-02-01,Outer London,207565.0
2013-02-01,South East,139511.0
2013-02-01,London,291063.0
2013-03-01,Outer London,208109.0
2013-03-01,Inner London,381310.0
2013-03-01,South East,140917.0
2013-03-01,London,289136.0
2013-04-01,Outer London,209646.0
2013-04-01,Inner London,388350.0
2013-04-01,London,299292.0
2013-04-01,South East,141844.0
2013-05-01,Inner London,391003.0
2013-05-01,Outer London,212249.0
2013-05-01,South East,143176.0
2013-05-01,London,299224.0
2013-06-01,Outer London,213969.0
2013-06-01,Inner London,398160.0
2013-06-01,London,301438.0
2013-06-01,South East,144292.0
2013-07-01,Outer London,216444.0
2013-07-01,Inner London,402848.0
2013-07-01,London,309806.0
2013-07-01,South East,145823.0
2013-08-01,Inner London,408539.0
2013-08-01,Outer London,218895.0
2013-08-01,South East,145724.0
2013-08-01,London,310973.0
2013-09-01,Inner London,418355.0
2013-09-01,Outer London,221034.0
2013-09-01,South East,146306.0
2013-09-01,London,317791.0
2013-10-01,Inner London,422208.0
2013-10-01,Outer London,222307.0
2013-10-01,London,317036.0
2013-10-01,South East,145916.0
2013-11-01,Outer London,223789.0
2013-11-01,Inner London,427722.0
2013-11-01,South East,147586.0
2013-11-01,London,320700.0
2013-12-01,Outer London,226487.0
2013-12-01,Inner London,434072.0
2013-12-01,South East,150099.0
2013-12-01,London,330799.0
2014-01-01,Outer London,230025.0
2014-01-01,Inner London,441232.0
2014-01-01,London,332643.0
2014-01-01,South East,150389.0
2014-02-01,Inner London,448722.0
2014-02-01,Outer London,232700.0
2014-02-01,London,335027.0
2014-02-01,South East,150271.0
2014-03-01,Outer London,235263.0
2014-03-01,Inner London,451371.0
2014-03-01,South East,152017.0
2014-03-01,London,338856.0
2014-04-01,Inner London,458855.0
2014-04-01,Outer London,239618.0
2014-04-01,South East,153874.0
2014-04-01,London,350221.0
2014-05-01,Outer London,244759.0
2014-05-01,Inner London,469951.0
2014-05-01,South East,156863.0
2014-05-01,London,358500.0
2014-06-01,Outer London,250298.0
2014-06-01,Inner London,480345.0
2014-06-01,South East,158191.0
2014-06-01,London,362274.0
2014-07-01,Outer London,254978.0
2014-07-01,Inner London,489707.0
2014-07-01,South East,159557.0
2014-07-01,London,370704.0
2014-08-01,Outer London,259808.0
2014-08-01,Inner London,496484.0
2014-08-01,London,376175.0
2014-08-01,South East,161812.0
2014-09-01,Inner London,502722.0
2014-09-01,Outer London,263049.0
2014-09-01,London,376165.0
2014-09-01,South East,163932.0
2014-10-01,Outer London,264237.0
2014-10-01,Inner London,503589.0
2014-10-01,South East,163977.0
2014-10-01,London,374079.0
2014-11-01,Inner London,499568.0
2014-11-01,Outer London,264440.0
2014-11-01,South East,163719.0
2014-11-01,London,371698.0
2014-12-01,Outer London,265304.0
2014-12-01,Inner London,497791.0
2014-12-01,London,375713.0
2014-12-01,South East,164914.0
2015-01-01,Inner London,498411.0
2015-01-01,Outer London,265500.0
2015-01-01,South East,165180.0
2015-01-01,London,375213.0
2015-02-01,Inner London,500882.0
2015-02-01,Outer London,266639.0
2015-02-01,South East,165240.0
2015-02-01,London,377011.0
2015-03-01,Inner London,500332.0
2015-03-01,Outer London,267607.0
2015-03-01,South East,165455.0
2015-03-01,London,377054.0
2015-04-01,Inner London,502172.0
2015-04-01,Outer London,269419.0
2015-04-01,London,381050.0
2015-04-01,South East,167116.0
2015-05-01,Inner London,508353.0
2015-05-01,Outer London,271290.0
2015-05-01,South East,169416.0
2015-05-01,London,388044.0
2015-06-01,Inner London,513753.0
2015-06-01,Outer London,273359.0
2015-06-01,London,387583.0
2015-06-01,South East,170153.0
2015-07-01,Inner London,522051.0
2015-07-01,Outer London,277739.0
2015-07-01,South East,173452.0
2015-07-01,London,399661.0
2015-08-01,Outer London,282273.0
2015-08-01,Inner London,526380.0
2015-08-01,London,402317.0
2015-08-01,South East,175479.0
2015-09-01,Inner London,534961.0
2015-09-01,Outer London,286700.0
2015-09-01,South East,175960.0
2015-09-01,London,406620.0
2015-10-01,Outer London,289773.0
2015-10-01,Inner London,533239.0
2015-10-01,London,403792.0
2015-10-01,South East,176818.0
2015-11-01,Outer London,292072.0
2015-11-01,Inner London,536025.0
2015-11-01,South East,178637.0
2015-11-01,London,410233.0
2015-12-01,Outer London,295750.0
2015-12-01,Inner London,535705.0
2015-12-01,South East,179823.0
2015-12-01,London,413636.0
2016-01-01,Inner London,544999.0
2016-01-01,Outer London,298728.0
2016-01-01,London,420791.0
2016-01-01,South East,181588.0
2016-02-01,Inner London,546474.0
2016-02-01,Outer London,302075.0
2016-02-01,London,418667.0
2016-02-01,South East,182665.0
2016-03-01,Inner London,554582.0
2016-03-01,Outer London,304494.0
2016-03-01,London,428100.0
2016-03-01,South East,186127.0
2016-04-01,Inner London,550882.0
2016-04-01,Outer London,307409.0
2016-04-01,South East,184365.0
2016-04-01,London,422140.0
2016-05-01,Outer London,312060.0
2016-05-01,Inner London,552429.0
2016-05-01,London,429665.0
2016-05-01,South East,189184.0
2016-06-01,Outer London,315362.0
2016-06-01,Inner London,547346.0
2016-06-01,South East,189800.0
2016-06-01,London,428549.0
2016-07-01,Outer London,318591.0
2016-07-01,Inner London,551763.0
2016-07-01,London,433809.0
2016-07-01,South East,191920.0
2016-08-01,Outer London,319413.0
2016-08-01,Inner London,551558.0
2016-08-01,London,431010.0
2016-08-01,South East,192893.0
2016-09-01,Outer London,318951.0
2016-09-01,Inner London,555478.0
2016-09-01,London,432378.0
2016-09-01,South East,191136.0
2016-10-01,Outer London,318480.0
2016-10-01,Inner London,555541.0
2016-10-01,London,432964.0
2016-10-01,South East,192656.0
2016-11-01,Outer London,317050.0
2016-11-01,Inner London,560423.0
2016-11-01,South East,191760.0
2016-11-01,London,434133.0
2016-12-01,Outer London,318476.0
2016-12-01,Inner London,560648.0
2016-12-01,London,435457.0
2016-12-01,South East,193136.0
2017-01-01,Inner London,562892.0
2017-01-01,Outer London,319366.0
2017-01-01,London,437425.0
2017-01-01,South East,194863.0
2017-02-01,Outer London,321876.0
2017-02-01,Inner London,566184.0
2017-02-01,London,443047.0
2017-02-01,South East,196341.0
2017-03-01,Inner London,565852.0
2017-03-01,Outer London,323666.0
2017-03-01,London,438548.0
2017-03-01,South East,194287.0
2017-04-01,Outer London,325190.0
2017-04-01,Inner London,569130.0
2017-04-01,London,444379.0
2017-04-01,South East,196487.0
2017-05-01,Outer London,326935.0
2017-05-01,Inner London,568752.0
2017-05-01,South East,200173.0
2017-05-01,London,446007.0
2017-06-01,Outer London,327814.0
2017-06-01,Inner London,571676.0
2017-06-01,London,443819.0
2017-06-01,South East,200691.0
2017-07-01,Outer London,329715.0
2017-07-01,Inner London,573994.0
2017-07-01,London,450908.0
2017-07-01,South East,202593.0
2017-08-01,Inner London,575333.0
2017-08-01,Outer London,329997.0
2017-08-01,London,448184.0
2017-08-01,South East,203259.0
2017-09-01,Outer London,330381.0
2017-09-01,Inner London,575478.0
2017-09-01,London,444743.0
2017-09-01,South East,201594.0
2017-10-01,Inner London,570683.0
2017-10-01,Outer London,328838.0
2017-10-01,London,442072.0
2017-10-01,South East,200492.0
2017-11-01,Outer London,326798.0
2017-11-01,Inner London,565085.0
2017-11-01,South East,200756.0
2017-11-01,London,437397.0
2017-12-01,Inner London,562085.0
2017-12-01,Outer London,324959.0
2017-12-01,South East,199553.0
2017-12-01,London,437511.0
2018-01-01,Outer London,324173.0
2018-01-01,Inner London,562876.0
2018-01-01,London,441502.0
2018-01-01,South East,200036.0
2018-02-01,Outer London,324203.0
2018-02-01,Inner London,564340.0
2018-02-01,South East,199346.0
2018-02-01,London,439190.0
2018-03-01,Outer London,322990.0
2018-03-01,Inner London,561776.0
2018-03-01,London,431941.0
2018-03-01,South East,197742.0
2018-04-01,Inner London,560364.0
2018-04-01,Outer London,320921.0
2018-04-01,South East,197484.0
2018-04-01,London,435849.0
2018-05-01,Outer London,319939.0
2018-05-01,Inner London,558975.0
2018-05-01,London,435602.0
2018-05-01,South East,198408.0
2018-06-01,Outer London,321759.0
2018-06-01,Inner London,560110.0
2018-06-01,London,436755.0
2018-06-01,South East,200645.0
2018-07-01,Outer London,324331.0
2018-07-01,Inner London,559601.0
2018-07-01,London,440004.0
2018-07-01,South East,200647.0
2018-08-01,Outer London,325191.0
2018-08-01,Inner London,558847.0
2018-08-01,London,436242.0
2018-08-01,South East,201593.0
2018-09-01,Inner London,556619.0
2018-09-01,Outer London,324239.0
2018-09-01,London,432155.0
2018-09-01,South East,199837.0
2018-10-01,Outer London,323224.0
2018-10-01,Inner London,555073.0
2018-10-01,London,436160.0
2018-10-01,South East,199062.0
2018-11-01,Outer London,320597.0
2018-11-01,Inner London,553883.0
2018-11-01,London,429846.0
2018-11-01,South East,197677.0
2018-12-01,Outer London,320029.0
2018-12-01,Inner London,553323.0
2018-12-01,London,430393.0
2018-12-01,South East,198303.0
2019-01-01,Inner London,547881.0
2019-01-01,Outer London,318350.0
2019-01-01,South East,197325.0
2019-01-01,London,426121.0
2019-02-01,Outer London,318565.0
2019-02-01,Inner London,542037.0
2019-02-01,London,422821.0
2019-02-01,South East,195892.0
2019-03-01,Outer London,314897.0
2019-03-01,Inner London,540813.0
2019-03-01,South East,193556.0
2019-03-01,London,421945.0
2019-04-01,Inner London,543717.0
2019-04-01,Outer London,313387.0
2019-04-01,London,426945.0
2019-04-01,South East,194593.0
2019-05-01,Inner London,545209.0
2019-05-01,Outer London,310576.0
2019-05-01,London,419432.0
2019-05-01,South East,193781.0
2019-06-01,Outer London,312841.0
2019-06-01,Inner London,544973.0
2019-06-01,London,425915.0
2019-06-01,South East,196651.0
2019-07-01,Outer London,314829.0
2019-07-01,Inner London,548728.0
2019-07-01,London,435393.0
2019-07-01,South East,197505.0
2019-08-01,Inner London,549746.0
2019-08-01,Outer London,317094.0
2019-08-01,South East,195111.0
2019-08-01,London,424976.0
2019-09-01,Outer London,318438.0
2019-09-01,Inner London,554000.0
2019-09-01,London,433785.0
2019-09-01,South East,197678.0
2019-10-01,Inner London,549026.0
2019-10-01,Outer London,317008.0
2019-10-01,London,426466.0
2019-10-01,South East,195551.0
2019-11-01,Inner London,549028.0
2019-11-01,Outer London,314711.0
2019-11-01,South East,194757.0
2019-11-01,London,420646.0
2019-12-01,Inner London,551388.0
2019-12-01,Outer London,313191.0
2019-12-01,South East,195375.0
2019-12-01,London,433845.0
2020-01-01,Outer London,312461.0
2020-01-01,Inner London,556896.0
2020-01-01,London,431945.0
2020-01-01,South East,194381.0
2020-02-01,Inner London,560089.0
2020-02-01,Outer London,313297.0
2020-02-01,South East,190631.0
2020-02-01,London,426206.0
2020-03-01,Outer London,314274.0
2020-03-01,Inner London,560804.0
2020-03-01,London,436597.0
2020-03-01,South East,195241.0
2020-04-01,Inner London,557720.0
2020-04-01,Outer London,314185.0
2020-04-01,London,427955.0
2020-04-01,South East,192517.0
2020-05-01,Inner London,556718.0
2020-05-01,Outer London,314984.0
2020-05-01,South East,193408.0
2020-05-01,London,426483.0
2020-06-01,Inner London,554119.0
2020-06-01,Outer London,313248.0
2020-06-01,London,430062.0
2020-06-01,South East,192915.0
2020-07-01,Outer London,314896.0
2020-07-01,Inner London,557557.0
2020-07-01,South East,195578.0
2020-07-01,London,435364.0
2020-08-01,Inner London,563903.0
2020-08-01,Outer London,316404.0
2020-08-01,London,437230.0
2020-08-01,South East,193951.0
2020-09-01,Outer London,319167.0
2020-09-01,Inner London,568423.0
2020-09-01,London,440934.0
2020-09-01,South East,196174.0
2020-10-01,Inner London,565153.0
2020-10-01,Outer London,319209.0
2020-10-01,London,431367.0
2020-10-01,South East,196358.0
2020-11-01,Inner London,563409.0
2020-11-01,Outer London,321084.0
2020-11-01,South East,198853.0
2020-11-01,London,438632.0
2020-12-01,Outer London,321425.0
2020-12-01,Inner London,559650.0
2020-12-01,London,436892.0
2020-12-01,South East,199510.0
2021-01-01,Inner London,562195.0
2021-01-01,Outer London,325440.0
2021-01-01,South East,202631.0
2021-01-01,London,442097.0
2021-02-01,Outer London,327249.0
2021-02-01,Inner London,560288.0
2021-02-01,London,439619.0
2021-02-01,South East,203888.0
2021-03-01,Outer London,331136.0
2021-03-01,Inner London,564883.0
2021-03-01,South East,207679.0
2021-03-01,London,450063.0
2021-04-01,Inner London,560470.0
2021-04-01,Outer London,331260.0
2021-04-01,South East,204736.0
2021-04-01,London,436460.0
2021-05-01,Inner London,557469.0
2021-05-01,Outer London,331164.0
2021-05-01,London,435476.0
2021-05-01,South East,204016.0
2021-06-01,Inner London,552884.0
2021-06-01,Outer London,332916.0
2021-06-01,South East,214253.0
2021-06-01,London,447070.0
2021-07-01,Outer London,331277.0
2021-07-01,Inner London,564226.0
2021-07-01,South East,203528.0
2021-07-01,London,448420.0
2021-08-01,Outer London,332069.0
2021-08-01,Inner London,577444.0
2021-08-01,London,454212.0
2021-08-01,South East,206238.0
2021-09-01,Inner London,579141.0
2021-09-01,Outer London,331062.0
2021-09-01,London,447568.0
2021-09-01,South East,215397.0
2021-10-01,Outer London,333421.0
2021-10-01,Inner London,572990.0
2021-10-01,South East,207055.0
2021-10-01,London,444620.0
2021-11-01,Inner London,571450.0
2021-11-01,Outer London,334310.0
2021-11-01,London,453822.0
2021-11-01,South East,210699.0
2021-12-01,Inner London,574762.0
2021-12-01,Outer London,333929.0
2021-12-01,London,451268.0
2021-12-01,South East,212824.0
2022-01-01,Inner London,580261.0
2022-01-01,Outer London,334496.0
2022-01-01,London,452858.0
2022-01-01,South East,214051.0
2022-02-01,Outer London,336356.0
2022-02-01,Inner London,578702.0
2022-02-01,South East,216986.0
2022-02-01,London,455139.0
2022-03-01,Inner London,578750.0
2022-03-01,Outer London,336516.0
2022-03-01,London,451643.0
2022-03-01,South East,215722.0
2022-04-01,Outer London,337793.0
2022-04-01,Inner London,578328.0
2022-04-01,London,454612.0
2022-04-01,South East,215850.0
2022-05-01,Outer London,338152.0
2022-05-01,Inner London,574405.0
2022-05-01,London,450631.0
2022-05-01,South East,219107.0
2022-06-01,Outer London,343747.0
2022-06-01,Inner London,578478.0
2022-06-01,London,466965.0
2022-06-01,South East,223761.0
2022-07-01,Inner London,583251.0
2022-07-01,Outer London,347511.0
2022-07-01,London,467596.0
2022-07-01,South East,223000.0
2022-08-01,Outer London,351689.0
2022-08-01,Inner London,592992.0
2022-08-01,London,470873.0
2022-08-01,South East,224764.0
2022-09-01,Outer London,351605.0
2022-09-01,Inner London,594135.0
2022-09-01,London,468325.0
2022-09-01,South East,225170.0
2022-10-01,Outer London,351920.0
2022-10-01,Inner London,590167.0
2022-10-01,South East,225277.0
2022-10-01,London,462931.0
2022-11-01,Outer London,350906.0
2022-11-01,Inner London,585917.0
2022-11-01,South East,224530.0
2022-11-01,London,463480.0
2022-12-01,Outer London,350642.0
2022-12-01,Inner London,581282.0
2022-12-01,London,461725.0
2022-12-01,South East,225728.0
2023-01-01,Inner London,581184.0
2023-01-01,Outer London,349830.0
2023-01-01,South East,221968.0
2023-01-01,London,461366.0
2023-02-01,Inner London,577785.0
2023-02-01,Outer London,348578.0
2023-02-01,South East,220256.0
2023-02-01,London,456791.0
2023-03-01,Outer London,343934.0
2023-03-01,Inner London,577352.0
2023-03-01,London,452865.0
2023-03-01,South East,218552.0
2023-04-01,Outer London,340866.0
2023-04-01,Inner London,574346.0
2023-04-01,London,451930.0
2023-04-01,South East,217859.0
2023-05-01,Inner London,575487.0
2023-05-01,Outer London,338040.0
2023-05-01,London,453179.0
2023-05-01,South East,218654.0
2023-06-01,Inner London,574573.0
2023-06-01,Outer London,337740.0
2023-06-01,South East,217071.0
2023-06-01,London,451136.0
2023-07-01,Inner London,571514.0
2023-07-01,Outer London,338587.0
2023-07-01,South East,217525.0
2023-07-01,London,449451.0
2023-08-01,Outer London,340237.0
2023-08-01,Inner London,567099.0
2023-08-01,South East,216803.0
2023-08-01,London,450401.0
2023-09-01,Outer London,340902.0
2023-09-01,Inner London,571095.0
2023-09-01,South East,216897.0
2023-09-01,London,457504.0
2023-10-01,Outer London,339272.0
2023-10-01,Inner London,574738.0
2023-10-01,London,451271.0
2023-10-01,South East,217582.0
2023-11-01,Inner London,573335.0
2023-11-01,Outer London,336207.0
2023-11-01,London,443076.0
2023-11-01,South East,215023.0
2023-12-01,Inner London,566187.0
2023-12-01,Outer London,334654.0
2023-12-01,South East,212129.0
2023-12-01,London,445438.0
2024-01-01,Inner London,563339.0
2024-01-01,Outer London,333766.0
2024-01-01,London,445972.0
2024-01-01,South East,210781.0
2024-02-01,Inner London,562694.0
2024-02-01,Outer London,333478.0
2024-02-01,South East,211497.0
2024-02-01,London,441696.0
2024-03-01,Outer London,332162.0
2024-03-01,Inner London,561844.0
2024-03-01,London,441965.0
2024-03-01,South East,211572.0
2024-04-01,Inner London,558784.0
2024-04-01,Outer London,331549.0
2024-04-01,South East,211765.0
2024-04-01,London,440855.0
2024-05-01,Outer London,333614.0
2024-05-01,Inner London,559017.0
2024-05-01,London,445650.0
2024-05-01,South East,213451.0
2024-06-01,Inner London,560498.0
2024-06-01,Outer London,336780.0
2024-06-01,London,449532.0
2024-06-01,South East,214485.0
2024-07-01,Inner London,560524.0
2024-07-01,Outer London,339029.0
2024-07-01,South East,213887.0
2024-07-01,London,444850.0
2024-08-01,Inner London,565784.0
2024-08-01,Outer London,342625.0
2024-08-01,London,458951.0
2024-08-01,South East,218467.0
2024-09-01,Outer London,346075.0
2024-09-01,Inner London,567320.0
2024-09-01,South East,217380.0
2024-09-01,London,457624.0
2024-10-01,Outer London,349255.0
2024-10-01,Inner London,562778.0
2024-10-01,London,444218.0
2024-10-01,South East,220528.0
2024-11-01,Inner London,549098.0
2024-11-01,Outer London,350214.0
2024-11-01,London,442065.0
2024-11-01,South East,218447.0
2024-12-01,Outer London,348851.0
2024-12-01,Inner London,537690.0
2024-12-01,London,439863.0
2024-12-01,South East,218232.0
